locations,time_of_day,stay_time,arbitary_location_type,place_ID,google_place_types
National Art Gallery,Morning,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,200,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,200,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,45,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Night,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,150,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,90,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,60,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Morning,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,180,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Art Gallery,Evening,120,Museums and Galleries,ChIJ9asnzG9Z4joRpzOYo3-ENCk,"art_gallery,tourist_attraction,point_of_interest,establishment"
National Museum of Colombo,Evening,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,120,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,180,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,180,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,180,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,180,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,120,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,120,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,120,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,45,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,45,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,45,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,45,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,200,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,45,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,120,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,120,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,60,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,200,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Night,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,180,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Morning,90,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
National Museum of Colombo,Evening,180,Museums and Galleries,ChIJr7L0oW9Z4joRjaT5aD0oCtk,"tourist_attraction,museum,point_of_interest,establishment"
